reaction	reactant	product	type
R09166	C18256	C03164	kegg
R09169	C14335	C18267	kegg
R09170	C18267	C14519	kegg
R09171	C14519	C18265	kegg
R09172	C18265	C18263	kegg
R09173	C18263	C18257	kegg
R09174	C14519	C18266	kegg
R09175	C18266	C18264	kegg
R09176	C18264	C18258	kegg
R09177	C14519	C18259	kegg
R09178	C18259	C18262	kegg
R09179	C18262	C18261	kegg
R09180	C18261	C18260	kegg
R09181	C14519	C18269	kegg
R09183	C18276	C18278	kegg
R09184	C18278	C18272	kegg
R09185	C18272	C18281	kegg
R09202	C18271	C18273	kegg
R09203	C18272	C18274	kegg
R09204	C07535	C18270	kegg
R09205	C18270	C18279	kegg
R09206	C18279	C18277	kegg
R09207	C18277	C18283	kegg
R09208	C18277	C18282	kegg
R09209	C07535	C18284	kegg
R09210	C07535	C18286	kegg
R09216	C18284	C18280	kegg
R09218	C18251	C18252	kegg
R09219	C18251	C18250	kegg
R09227	C01606	C18314	kegg
R09228	C18314	C03223	kegg
R09239	C18250	C18251	kegg
R11541	C21450	C06337	kegg
R11541	C21450	C01380	kegg
R00604	C00067	C00058	kegg
R00614	C00067	C00058	kegg
R05233	C06611	C06613	kegg
R05237	C06613	C06614	kegg
R05284	C06752	C06753	kegg
R05285	C06753	C06754	kegg
R05286	C06754	C06755	kegg
R05351	C06548	C00024	kegg
R05367	C06609	C06611	kegg
R05371	C06614	C00222	kegg
R05380	C00084	C01548	kegg
R05444	C06547	C06548	kegg
R05496	C01548	C06547	kegg
R05498	C06793	C06547	kegg
R05499	C06789	C06790	kegg
R05500	C06790	C06791	kegg
R05502	C06791	C06793	kegg
R05842	C06548	C01380	kegg
R06973	C00222	C00084	kegg
R09128	C06753	C06754	kegg
R09141	C06790	C11148	kegg
R09142	C11148	C00237	kegg
R09143	C11148	C11149	kegg
R09144	C11148	C00048	kegg
R09145	C11148	C00058	kegg
R09146	C06790	C14866	kegg
R09147	C06790	C11148	kegg
R09148	C18246	C07490	kegg
R09149	C07490	C14866	kegg
R09150	C14866	C11150	kegg
R09151	C06790	C00048	kegg
R09156	C18248	C00084	kegg
R09157	C11150	C00209	kegg
R09158	C11150	C00011	kegg
R11897	C06548	C21752	kegg
R11897	C03576	C21752	kegg
R11898	C21752	C00024	kegg
R11899	C20303	C21753	kegg
R11899	C03576	C21753	kegg
R11900	C21753	C00024	kegg
R11901	C06793	C20303	kegg
R02941	C06202	C00805	kegg
R02968	C00829	C04314	kegg
R04115	C04314	C03012	kegg
R04117	C03012	C06204	kegg
R05136	C06202	C06203	kegg
R05137	C06203	C06204	kegg
R06898	C14101	C14111	kegg
R06899	C14111	C14113	kegg
R06900	C14111	C14112	kegg
R06901	C14114	C14111	kegg
R06902	C14101	C03203	kegg
R06903	C14098	C14115	kegg
R06903	C00122	C14115	kegg
R06904	C14115	C14116	kegg
R06904	C00091	C14116	kegg
R06905	C14116	C14117	kegg
R06906	C14117	C14118	kegg
R06907	C14118	C14119	kegg
R06908	C14119	C14120	kegg
R06908	C14119	C00091	kegg
R06910	C14083	C14084	kegg
R06911	C14084	C14085	kegg
R06912	C14085	C14086	kegg
R06913	C14086	C14087	kegg
R06918	C14090	C14091	kegg
R06919	C14091	C14092	kegg
R06924	C14096	C14097	kegg
R06925	C14097	C00805	kegg
R06926	C14098	C02909	kegg
R06927	C02909	C14099	kegg
R06928	C14099	C14101	kegg
R06929	C14099	C14100	kegg
R06930	C02909	C14104	kegg
R06931	C14104	C14105	kegg
R06932	C14105	C14106	kegg
R06933	C14106	C14107	kegg
R06934	C14107	C14108	kegg
R06935	C14108	C14109	kegg
R06936	C14109	C14110	kegg
R06937	C14098	C14102	kegg
R06938	C14102	C14103	kegg
R06939	C14103	C06730	kegg
R07683	C16194	C16196	kegg
R07683	C16194	C00094	kegg
R07684	C16196	C16198	kegg
R07685	C16198	C16199	kegg
R07686	C16199	C00628	kegg
R07686	C16199	C00059	kegg
R07699	C16202	C03012	kegg
R07699	C16202	C00094	kegg
R07709	C00805	C00628	kegg
R07710	C00805	C00628	kegg
R07881	C14120	C14101	kegg
R00815	C00146	C00090	kegg
R00823	C00108	C00090	kegg
R00825	C00108	C00090	kegg
R00980	C00108	C00196	kegg
R01238	C00156	C00146	kegg
R01421	C06206	C00180	kegg
R01764	C02137	C00261	kegg
R02561	C00568	C02372	kegg
R02562	C00568	C02372	kegg
R02672	C03590	C00633	kegg
R02673	C03198	C00633	kegg
R02877	C06317	C00755	kegg
R03023	C00870	C02235	kegg
R03024	C03360	C00870	kegg
R03247	C01424	C01108	kegg
R03794	C05650	C03198	kegg
R03998	C02247	C05165	kegg
R03999	C02247	C05165	kegg
R04160	C03198	C03590	kegg
R04280	C05616	C03671	kegg
R04280	C05616	C00132	kegg
R04297	C03743	C03743	kegg
R04297	C03743	C02183	kegg
R04297	C01108	C03743	kegg
R04297	C01108	C02183	kegg
R05244	C00472	C00530	kegg
R05258	C00472	C00870	kegg
R05258	C00088	C00870	kegg
R05259	C06604	C06606	kegg
R05259	C06604	C00087	kegg
R05265	C02235	C02814	kegg
R05265	C02235	C00088	kegg
R05274	C06672	C00230	kegg
R05277	C06335	C06673	kegg
R05277	C00568	C06673	kegg
R05278	C06674	C06675	kegg
R05279	C06335	C06674	kegg
R05280	C00230	C00568	kegg
R05308	C06719	C02183	kegg
R05346	C06604	C06605	kegg
R05383	C01987	C02720	kegg
R05394	C06675	C06676	kegg
R05400	C06876	C02720	kegg
R05401	C06813	C06876	kegg
R05405	C01987	C03824	kegg
R05420	C06676	C02222	kegg
R05421	C06604	C06607	kegg
R05421	C06604	C00870	kegg
R05485	C06605	C06607	kegg
R05485	C06605	C02372	kegg
R05486	C06607	C06608	kegg
R05546	C05165	C08063	kegg
R05548	C06606	C06608	kegg
R05548	C06606	C00870	kegg
R05585	C02247	C00512	kegg
R05590	C09815	C00180	kegg
R05591	C09814	C00180	kegg
R05596	C09814	C09815	kegg
R05603	C02734	C00156	kegg
R05625	C00146	C02734	kegg
R05699	C00755	C06672	kegg
R05783	C07301	C01983	kegg
R06852	C02372	C00472	kegg
R06853	C02814	C07103	kegg
R06854	C07103	C00472	kegg
R06988	C14602	C14604	kegg
R07664	C00061	C02137	kegg
R07664	C00061	C01847	kegg
R07668	C06672	C00230	kegg
R07697	C16200	C00146	kegg
R07697	C16200	C12486	kegg
R07700	C00292	C00090	kegg
R07706	C06813	C00090	kegg
R07706	C06813	C00088	kegg
R07727	C16234	C16235	kegg
R07730	C16235	C00632	kegg
R07734	C16235	C00108	kegg
R07828	C16267	C16268	kegg
R07829	C16268	C00877	kegg
R07831	C06719	C16272	kegg
R07832	C16272	C16273	kegg
R07833	C16273	C01144	kegg
R07835	C06337	C00180	kegg
R07836	C16281	C16283	kegg
R09270	C10833	C05616	kegg
R09270	C10833	C00440	kegg
R09270	C00101	C05616	kegg
R09270	C00101	C00440	kegg
R09271	C05616	C01424	kegg
R09271	C05616	C00440	kegg
R09271	C00101	C01424	kegg
R09271	C00101	C00440	kegg
R09272	C05616	C18345	kegg
R09273	C18345	C04434	kegg
R09273	C18345	C00132	kegg
R09274	C18345	C03671	kegg
R09274	C18345	C00132	kegg
R09275	C18347	C18348	kegg
R09276	C18348	C18349	kegg
R09277	C18349	C18338	kegg
R09277	C18349	C06035	kegg
R09278	C18338	C06672	kegg
R09284	C14602	C18351	kegg
R09285	C18351	C02814	kegg
R09287	C14604	C02814	kegg
R09288	C14418	C14602	kegg
R09565	C01424	C04434	kegg
R10136	C06672	C00230	kegg
R10136	C06672	C00440	kegg
R10136	C00101	C00230	kegg
R10136	C00101	C00440	kegg
R12301	C01502	C00090	kegg
R00009	C00027	C00007	kegg
R00013	C00048	C01146	kegg
R00262	C03618	C00025	kegg
R00273	C00209	C00027	kegg
R00465	C00160	C00048	kegg
R00466	C00048	C00209	kegg
R00468	C00048	C00313	kegg
R00470	C01127	C00048	kegg
R00473	C04348	C00048	kegg
R00474	C03217	C00048	kegg
R00475	C00160	C00048	kegg
R00476	C00160	C00048	kegg
R00477	C01990	C00036	kegg
R00477	C01990	C00048	kegg
R00479	C00311	C00048	kegg
R00518	C00058	C02405	kegg
R00519	C00058	C00011	kegg
R00521	C00798	C00058	kegg
R00522	C00209	C00058	kegg
R00717	C00160	C00048	kegg
R00934	C00100	C06027	kegg
R00934	C00048	C06027	kegg
R00944	C00234	C00101	kegg
R01180	C01989	C00136	kegg
R01180	C01989	C00048	kegg
R01221	C00101	C00143	kegg
R01256	C00149	C04348	kegg
R01333	C00266	C00160	kegg
R01334	C00988	C00160	kegg
R01390	C00168	C00975	kegg
R01393	C00168	C00266	kegg
R01394	C00168	C01146	kegg
R01558	C00209	C00313	kegg
R01559	C00091	C00313	kegg
R01559	C00209	C00313	kegg
R01745	C00258	C01146	kegg
R01747	C00258	C01146	kegg
R01749	C00258	C03459	kegg
R01750	C00258	C03459	kegg
R01781	C01380	C00266	kegg
R01908	C00313	C00798	kegg
R02509	C03134	C00543	kegg
R02544	C00552	C00975	kegg
R02545	C00552	C03459	kegg
R02547	C03548	C00552	kegg
R03040	C02123	C00888	kegg
R03040	C02123	C00048	kegg
R03127	C00975	C01146	kegg
R03128	C00975	C03459	kegg
R03140	C01182	C00197	kegg
R03140	C01182	C00988	kegg
R03696	C03618	C01732	kegg
R05076	C06027	C06028	kegg
R09291	C18026	C00877	kegg
R09293	C18324	C06028	kegg
R10612	C04348	C00149	kegg
R10904	C00091	C06028	kegg
R10904	C01732	C06028	kegg
R08014	C16391	C16392	kegg
R08015	C16392	C16402	kegg
R08016	C16402	C16403	kegg
R08017	C16391	C16392	kegg
R08018	C16392	C16394	kegg
R08019	C16392	C16394	kegg
R08020	C16392	C16413	kegg
R08027	C16396	C16400	kegg
R08030	C16397	C16400	kegg
R08033	C16395	C16398	kegg
R08034	C16396	C16399	kegg
R08035	C16399	C16400	kegg
R08036	C16396	C16420	kegg
R08037	C16392	C16412	kegg
R08037	C16393	C16412	kegg
R08038	C16393	C16411	kegg
R08040	C16400	C16401	kegg
R08041	C16401	C01468	kegg
R08042	C16391	C16393	kegg
R08043	C16393	C16395	kegg
R08044	C16395	C16397	kegg
R08045	C16395	C16396	kegg
R08046	C16394	C16396	kegg
R08047	C16394	C16403	kegg
R08048	C16402	C16414	kegg
R08049	C16403	C16396	kegg
R09230	C16398	C14401	kegg
R09231	C11006	C16398	kegg
R09232	C11006	C18320	kegg
R09233	C11006	C18315	kegg
R09233	C11006	C00088	kegg
R09234	C18315	C18316	kegg
R09234	C18315	C00088	kegg
R09235	C18320	C14401	kegg
R09236	C18316	C18317	kegg
R09237	C18317	C18318	kegg
R09240	C16398	C14401	kegg
R09241	C11006	C16398	kegg
R09242	C11006	C18320	kegg
R09243	C18320	C14401	kegg
R11150	C18315	C18316	kegg
R11150	C18315	C00088	kegg
R00353	C00083	C00036	kegg
R00409	C04593	C00022	kegg
R00740	C00222	C00083	kegg
R00744	C00083	C05989	kegg
R00914	C00099	C02335	kegg
R00919	C00100	C00894	kegg
R00920	C00163	C00100	kegg
R00921	C00100	C02876	kegg
R00923	C00683	C00100	kegg
R00926	C05983	C00100	kegg
R00930	C00683	C00100	kegg
R00930	C00683	C00036	kegg
R00931	C02225	C00100	kegg
R00931	C02225	C00036	kegg
R00993	C00109	C02876	kegg
R01000	C05984	C00109	kegg
R01016	C00111	C00546	kegg
R01199	C00109	C00100	kegg
R01353	C00163	C02876	kegg
R01354	C00163	C05983	kegg
R01449	C00827	C00186	kegg
R01449	C00827	C00100	kegg
R01449	C00163	C00186	kegg
R01449	C00163	C00100	kegg
R02257	C00583	C00424	kegg
R02376	C00583	C00479	kegg
R02377	C05979	C00479	kegg
R02528	C00546	C05235	kegg
R02963	C00827	C00894	kegg
R04424	C02225	C04225	kegg
R04425	C04593	C04225	kegg
R04919	C05668	C05989	kegg
R06987	C00109	C00100	kegg
R10161	C00100	C00894	kegg
R10715	C00424	C00546	kegg
R10717	C00583	C05235	kegg
R10718	C00546	C05235	kegg
R10996	C00109	C21017	kegg
R10996	C00068	C21017	kegg
R10997	C21017	C00068	kegg
R11773	C00100	C00091	kegg
R11773	C00100	C00163	kegg
R05313	C06727	C06728	kegg
R05352	C11348	C07113	kegg
R05366	C07123	C00596	kegg
R05366	C07123	C00163	kegg
R05416	C06728	C07123	kegg
R05424	C07111	C07083	kegg
R05425	C07111	C11348	kegg
R05426	C11348	C07113	kegg
R05427	C07113	C07189	kegg
R05440	C07111	C06727	kegg
R05452	C07114	C07118	kegg
R05453	C07113	C07114	kegg
R05453	C00288	C07114	kegg
R05506	C07118	C00512	kegg
R05745	C07111	C11348	kegg
R02517	C05593	C00544	kegg
R05354	C07084	C07085	kegg
R05358	C01998	C00511	kegg
R05362	C07087	C00596	kegg
R05362	C07087	C00511	kegg
R05379	C01659	C01998	kegg
R05404	C07085	C07087	kegg
R05417	C07083	C07084	kegg
R05450	C05852	C00544	kegg
R05488	C07083	C20782	kegg
R05508	C00827	C00186	kegg
R05509	C00511	C00894	kegg
R05551	C00511	C01659	kegg
R07854	C16074	C02505	kegg
R07855	C16074	C07086	kegg
R10697	C20782	C00601	kegg
R00048	C04546	C01089	kegg
R01172	C01412	C00136	kegg
R01173	C01412	C00136	kegg
R01174	C00136	C02527	kegg
R01176	C00246	C00136	kegg
R01179	C00136	C00246	kegg
R01358	C00332	C00164	kegg
R01359	C00332	C00164	kegg
R01361	C01089	C00164	kegg
R01366	C00164	C00207	kegg
R01367	C00164	C06144	kegg
R01550	C00207	C01845	kegg
R01644	C00989	C00232	kegg
R01688	C00246	C02527	kegg
R02855	C00810	C00741	kegg
R02946	C03044	C00810	kegg
R02948	C06010	C00810	kegg
R03031	C02331	C00877	kegg
R03534	C02630	C01352	kegg
R03544	C01412	C06142	kegg
R03545	C01412	C06142	kegg
R03937	C02411	C03058	kegg
R04000	C02630	C03058	kegg
R05119	C06145	C06144	kegg
R05120	C06145	C06144	kegg
R05120	C06145	C01359	kegg
R05120	C00113	C06144	kegg
R05120	C00113	C01359	kegg
R05121	C06145	C06146	kegg
R05121	C06145	C00113	kegg
R05121	C01359	C06146	kegg
R05121	C01359	C00113	kegg
R05336	C00989	C11062	kegg
R09280	C00091	C00232	kegg
R09281	C00989	C00232	kegg
R10506	C06010	C00741	kegg
R10702	C20783	C01845	kegg
R10703	C01845	C00207	kegg
R10704	C00207	C17530	kegg
R10705	C17530	C00132	kegg
R10782	C11062	C00877	kegg
R11448	C21390	C06142	kegg
R00237	C01011	C00022	kegg
R00932	C02630	C00100	kegg
R00932	C02630	C00048	kegg
R00995	C06030	C00109	kegg
R02243	C00417	C00490	kegg
R02404	C00490	C00531	kegg
R02407	C00091	C00531	kegg
R02407	C00490	C00531	kegg
R02491	C01011	C00531	kegg
R02711	C00651	C01109	kegg
R02712	C01109	C00651	kegg
R02713	C00651	C06035	kegg
R03154	C00091	C01011	kegg
R03694	C01732	C06029	kegg
R03695	C01732	C06028	kegg
R03995	C02612	C06033	kegg
R04269	C03618	C06030	kegg
R05077	C06033	C06034	kegg
R05079	C06035	C06234	kegg
R11750	C00490	C21632	kegg
R00936	C00101	C00415	kegg
R00937	C00101	C00504	kegg
R00939	C00101	C00415	kegg
R00940	C00101	C00504	kegg
R00941	C00234	C00101	kegg
R00943	C00101	C00234	kegg
R01217	C00143	C00440	kegg
R01218	C00143	C00445	kegg
R01220	C00143	C00445	kegg
R01224	C00440	C00143	kegg
R01225	C00143	C00101	kegg
R01225	C00143	C02115	kegg
R01655	C00445	C00234	kegg
R02235	C00415	C00504	kegg
R02236	C00415	C00504	kegg
R02289	C00440	C00101	kegg
R02300	C03479	C00445	kegg
R02301	C03479	C00445	kegg
R02302	C00664	C00445	kegg
R02573	C01008	C00580	kegg
R02573	C01008	C00440	kegg
R02573	C00101	C00580	kegg
R02573	C00101	C00440	kegg
R03189	C03479	C00101	kegg
R03189	C03479	C01045	kegg
R03940	C00234	C00101	kegg
R04326	C03838	C04376	kegg
R04326	C03838	C00101	kegg
R04326	C00445	C04376	kegg
R04326	C00445	C00101	kegg
R07168	C00440	C00143	kegg
R00134	C00058	C00011	kegg
R00527	C01031	C00051	kegg
R00605	C00132	C00067	kegg
R00608	C00132	C00067	kegg
R00609	C01046	C00067	kegg
R00756	C00085	C00354	kegg
R00762	C00354	C00085	kegg
R01068	C00354	C00111	kegg
R01068	C00354	C00118	kegg
R01142	C01438	C00132	kegg
R01586	C00218	C01046	kegg
R01588	C00543	C00218	kegg
R02511	C00565	C00543	kegg
R02512	C01104	C00543	kegg
R02560	C00565	C01104	kegg
R03015	C01001	C00862	kegg
R03025	C00876	C01080	kegg
R03025	C00282	C01080	kegg
R03390	C01001	C00862	kegg
R03390	C01001	C01274	kegg
R03390	C01217	C00862	kegg
R03390	C01217	C01274	kegg
R03464	C04330	C01274	kegg
R04347	C04488	C01217	kegg
R04347	C04488	C03920	kegg
R04347	C03576	C01217	kegg
R04347	C03576	C03920	kegg
R04455	C04330	C04377	kegg
R04455	C00282	C04377	kegg
R04456	C04377	C04330	kegg
R04456	C04377	C01080	kegg
R04456	C00876	C04330	kegg
R04456	C00876	C01080	kegg
R04464	C04377	C04488	kegg
R04464	C04377	C00876	kegg
R04464	C01080	C04488	kegg
R04464	C01080	C00876	kegg
R04540	C04832	C04628	kegg
R04540	C04832	C03576	kegg
R04540	C04832	C11903	kegg
R04540	C11904	C04628	kegg
R04540	C11904	C03576	kegg
R04540	C11904	C11903	kegg
R04541	C04628	C04832	kegg
R04541	C04628	C01438	kegg
R04541	C03920	C04832	kegg
R04541	C03920	C01438	kegg
R05339	C06019	C00085	kegg
R05623	C00565	C01104	kegg
R05774	C05528	C00593	kegg
R05805	C00085	C00354	kegg
R06982	C00051	C14180	kegg
R06983	C14180	C01031	kegg
R07476	C11536	C00094	kegg
R07476	C11536	C00074	kegg
R08058	C01217	C04377	kegg
R08059	C04377	C04330	kegg
R08060	C01001	C00862	kegg
R08214	C16597	C16588	kegg
R08215	C16600	C16589	kegg
R08217	C16594	C04628	kegg
R08323	C16593	C16594	kegg
R08323	C00188	C16594	kegg
R08328	C16589	C16590	kegg
R08331	C00322	C16583	kegg
R08332	C16588	C16598	kegg
R09096	C01217	C04488	kegg
R09096	C01217	C00237	kegg
R09098	C00132	C03920	kegg
R09098	C03576	C03920	kegg
R09099	C00065	C04377	kegg
R09099	C01217	C04377	kegg
R09124	C00565	C03920	kegg
R09124	C00565	C00543	kegg
R09124	C03576	C03920	kegg
R09124	C03576	C00543	kegg
R09153	C00593	C03576	kegg
R09397	C19156	C19155	kegg
R09397	C00044	C19155	kegg
R09398	C19154	C19153	kegg
R09398	C19154	C00144	kegg
R09398	C19155	C19153	kegg
R09398	C19155	C00144	kegg
R09399	C19153	C19152	kegg
R09399	C19153	C00035	kegg
R09399	C00044	C19152	kegg
R09399	C00044	C00035	kegg
R09400	C19152	C00876	kegg
R09400	C19152	C00035	kegg
R09400	C00044	C00876	kegg
R09400	C00044	C00035	kegg
R09401	C00876	C19151	kegg
R09518	C01438	C00132	kegg
R09998	C00218	C03920	kegg
R09998	C03576	C03920	kegg
R09999	C00543	C03920	kegg
R09999	C00543	C00218	kegg
R09999	C03576	C03920	kegg
R09999	C03576	C00218	kegg
R10219	C18802	C18799	kegg
R10219	C18802	C00237	kegg
R10392	C16583	C20581	kegg
R10393	C20581	C16597	kegg
R10395	C16598	C20582	kegg
R10396	C20582	C16600	kegg
R10397	C16590	C16593	kegg
R10797	C00876	C01080	kegg
R10902	C00483	C20926	kegg
R10935	C20954	C00118	kegg
R11038	C20954	C21068	kegg
R11038	C00041	C21068	kegg
R11039	C21068	C21069	kegg
R11040	C21069	C21070	kegg
R11040	C20926	C21070	kegg
R11928	C04628	C04832	kegg
R11928	C04628	C01080	kegg
R11928	C03576	C04832	kegg
R11928	C03576	C01080	kegg
R11928	C00876	C04832	kegg
R11928	C00876	C01080	kegg
R11931	C04628	C04832	kegg
R11931	C03576	C04832	kegg
R11943	C04628	C04832	kegg
R11943	C04628	C00282	kegg
R11943	C03576	C04832	kegg
R11943	C03576	C00282	kegg
R11944	C04628	C04832	kegg
R11944	C03576	C04832	kegg
R12161	C04732	C21971	kegg
R12161	C04732	C15809	kegg
R12161	C04732	C05198	kegg
R12161	C00082	C21971	kegg
R12161	C00082	C15809	kegg
R12161	C00082	C05198	kegg
R12162	C21971	C19154	kegg
R12162	C21971	C05198	kegg
R12291	C18799	C18802	kegg
R12291	C18799	C03920	kegg
R12291	C03576	C18802	kegg
R12291	C03576	C03920	kegg
R12648	C19154	C00144	kegg
R12720	C19153	C01847	kegg
R12720	C00061	C01847	kegg
R12754	C00282	C00058	kegg
R00024	C01182	C00197	kegg
R00761	C00085	C00227	kegg
R00761	C00085	C00279	kegg
R01067	C00085	C00279	kegg
R01067	C00118	C00279	kegg
R01523	C00199	C01182	kegg
R01829	C00447	C00111	kegg
R01829	C00447	C00279	kegg
R01844	C02076	C05382	kegg
R01845	C00447	C05382	kegg
R00354	C00566	C00036	kegg
R00402	C00042	C00122	kegg
R00406	C00091	C04348	kegg
R00406	C00149	C04348	kegg
R01322	C00158	C00566	kegg
R03157	C05668	C01013	kegg
R09279	C00989	C11062	kegg
R09282	C18323	C01011	kegg
R09283	C06028	C18323	kegg
R09286	C05668	C01013	kegg
R10243	C00101	C00440	kegg
R10243	C00101	C00237	kegg
R10660	C00122	C04832	kegg
R10660	C03576	C04832	kegg
R10660	C04628	C04832	kegg
R10758	C00989	C11062	kegg
R00033	C00378	C05856	kegg
R00072	C05856	C02892	kegg
R00615	C00068	C01081	kegg
R00616	C00068	C03028	kegg
R00617	C01081	C00068	kegg
R00618	C03028	C00068	kegg
R00619	C00378	C00068	kegg
R02133	C00378	C01279	kegg
R02133	C00378	C04294	kegg
R02134	C00378	C01081	kegg
R02135	C01081	C00378	kegg
R02863	C00378	C02691	kegg
R02863	C00378	C04294	kegg
R02863	C00747	C02691	kegg
R02863	C00747	C04294	kegg
R03223	C04752	C01081	kegg
R03223	C04327	C01081	kegg
R03471	C01279	C04556	kegg
R03472	C03373	C04556	kegg
R03472	C03373	C05198	kegg
R03472	C03373	C00237	kegg
R04448	C04294	C04327	kegg
R04509	C04556	C04752	kegg
R05636	C00118	C11437	kegg
R07460	C00097	C00041	kegg
R07463	C00037	C15809	kegg
R09977	C20246	C20247	kegg
R09993	C20267	C01279	kegg
R10246	C00082	C15809	kegg
R10246	C00082	C01468	kegg
R10246	C00082	C05198	kegg
R10247	C11437	C20246	kegg
R10247	C15809	C20246	kegg
R10686	C00018	C04556	kegg
R10686	C00135	C04556	kegg
R10711	C20784	C20247	kegg
R10712	C04752	C01081	kegg
R10712	C20247	C01081	kegg
R11313	C19872	C20267	kegg
R11314	C00378	C19872	kegg
R11319	C00068	C03028	kegg
R00066	C04332	C00255	kegg
R00066	C04332	C04732	kegg
R00160	C00016	C00061	kegg
R00161	C00061	C00016	kegg
R00425	C00044	C01304	kegg
R00548	C00061	C00255	kegg
R00549	C00255	C00061	kegg
R00550	C00103	C00031	kegg
R00550	C00103	C00061	kegg
R00550	C00255	C00031	kegg
R00550	C00255	C00061	kegg
R01732	C00255	C01727	kegg
R03458	C04454	C01268	kegg
R03459	C01304	C01268	kegg
R04457	C04732	C04332	kegg
R04457	C15556	C04332	kegg
R04458	C04332	C05995	kegg
R05705	C01847	C00061	kegg
R05706	C01847	C00061	kegg
R05707	C01007	C00255	kegg
R07280	C04454	C04732	kegg
R07281	C00199	C15556	kegg
R07306	C00044	C15563	kegg
R08574	C00063	C00112	kegg
R08574	C00063	C00061	kegg
R08574	C00255	C00112	kegg
R08574	C00255	C00061	kegg
R09083	C01847	C03114	kegg
R09083	C01847	C00279	kegg
R09374	C15563	C01304	kegg
R09375	C01304	C18910	kegg
R09376	C01304	C18910	kegg
R09377	C18910	C04454	kegg
R09520	C00016	C01352	kegg
R09748	C01352	C00016	kegg
R09750	C01007	C00255	kegg
R00173	C00018	C00250	kegg
R00174	C00250	C00018	kegg
R00277	C00647	C00018	kegg
R00278	C00627	C00018	kegg
R01580	C00647	C00018	kegg
R01649	C01215	C00232	kegg
R01707	C00250	C00971	kegg
R01708	C00314	C00250	kegg
R01709	C00250	C00847	kegg
R01710	C00534	C00250	kegg
R01711	C00314	C00250	kegg
R01712	C00534	C00250	kegg
R01712	C00534	C00041	kegg
R01713	C00534	C00250	kegg
R01713	C00534	C00049	kegg
R01713	C00036	C00250	kegg
R01713	C00036	C00049	kegg
R01825	C00279	C03393	kegg
R01909	C00314	C00627	kegg
R01910	C00314	C06051	kegg
R01911	C00314	C00627	kegg
R01913	C00314	C06257	kegg
R01913	C00314	C06056	kegg
R02493	C00534	C00647	kegg
R02494	C00534	C00647	kegg
R02992	C00971	C00847	kegg
R02993	C00847	C06050	kegg
R03385	C01270	C01215	kegg
R03386	C01270	C01215	kegg
R03461	C04604	C01270	kegg
R04210	C03393	C06054	kegg
R04397	C04690	C04106	kegg
R04524	C04604	C06050	kegg
R04570	C04773	C04690	kegg
R04593	C04773	C06052	kegg
R05084	C06051	C06052	kegg
R05085	C06055	C06054	kegg
R05086	C06055	C06056	kegg
R05681	C06055	C07335	kegg
R05838	C11638	C00627	kegg
R05838	C11437	C00627	kegg
R05839	C00534	C00250	kegg
R05840	C00266	C00314	kegg
R05840	C00109	C00314	kegg
R07406	C07335	C11638	kegg
R10089	C00117	C00018	kegg
R10089	C00118	C00018	kegg
R12265	C06051	C04773	kegg
R00102	C00003	C00153	kegg
R00103	C00003	C00020	kegg
R00104	C00002	C00008	kegg
R00112	C00005	C00004	kegg
R00118	C00006	C00009	kegg
R00119	C00253	C00153	kegg
R00119	C00253	C13051	kegg
R00137	C00455	C00013	kegg
R00189	C00857	C00020	kegg
R00257	C00857	C00025	kegg
R00481	C00049	C05840	kegg
R01268	C00153	C00253	kegg
R01269	C00153	C02918	kegg
R01270	C00455	C00153	kegg
R01270	C00455	C00117	kegg
R01271	C00455	C00153	kegg
R01271	C00455	C00119	kegg
R01273	C03150	C00153	kegg
R01273	C03150	C00121	kegg
R01355	C03652	C00163	kegg
R01720	C00253	C01020	kegg
R01721	C00253	C01004	kegg
R01723	C00253	C05380	kegg
R01724	C01185	C00253	kegg
R01724	C01185	C00119	kegg
R02294	C03150	C00153	kegg
R02294	C03150	C00620	kegg
R02295	C05841	C00253	kegg
R02295	C05841	C00620	kegg
R02322	C00455	C01185	kegg
R02323	C00455	C03150	kegg
R02324	C03150	C00455	kegg
R02861	C00745	C06178	kegg
R02861	C00745	C00253	kegg
R03004	C00857	C01185	kegg
R03005	C01185	C00857	kegg
R03069	C00922	C03652	kegg
R03070	C02295	C00922	kegg
R03164	C01020	C04226	kegg
R03346	C01185	C05841	kegg
R03347	C01185	C05841	kegg
R03348	C01185	C03722	kegg
R03348	C01185	C00119	kegg
R03908	C02930	C02295	kegg
R04085	C02918	C05843	kegg
R04130	C03056	C03458	kegg
R04292	C03722	C05840	kegg
R04292	C03722	C00111	kegg
R07221	C01020	C15523	kegg
R07407	C00049	C05840	kegg
R07410	C00049	C05840	kegg
R07514	C01297	C15986	kegg
R07515	C15986	C03056	kegg
R07515	C15986	C15987	kegg
R07947	C15986	C16151	kegg
R07948	C03458	C16152	kegg
R07949	C03458	C01596	kegg
R07983	C15523	C01596	kegg
R07984	C04226	C16159	kegg
R07985	C16159	C16390	kegg
R07986	C16390	C02930	kegg
R08408	C02918	C05842	kegg
R08764	C01020	C01059	kegg
R09125	C01059	C18232	kegg
R09126	C18232	C01596	kegg
R09471	C01297	C19631	kegg
R09471	C01297	C00218	kegg
R09472	C19631	C01059	kegg
R09472	C19631	C00232	kegg
R09473	C00253	C01020	kegg
R10046	C05841	C00253	kegg
R10046	C05841	C00121	kegg
R10101	C15987	C00232	kegg
